ID;Matvare;Kilojoule;Kilokalorier;Fett;Omega-3;Kolesterol;Karbohydrat;Sukker, tilsatt;Kostfiber;Protein;Salt;Jern
1448;Matfett, Flott;3700;900;100;0;0;0;0;0;0;0;0
1449;Olivenolje;3666;892;99;0,55;0;0;0;0;0,2;0;0
1450;Olivenolje, extra virgin, jomfruolje;3656;889;98,8;0,62;0;0;0;0;0;0;0
1451;Palmeolje;3700;900;100;0,2;0;0;0;0;0;0;0,4
1452;Pean�ttolje;3666;892;99;1,3;0;0;0;0;0,2;0;0
1453;Raps- og solsikkeolje, Melange;3700;900;100;4,07;0;0;0;0;0;0;0
1454;Rapsolje;3666;892;99;7,7;0;0;0;0;0,2;0;0
1455;Rapsolje, kaldpresset, Odelia;3700;900;100;8,15;0;0;0;0;0;0;0
1456;Sesamolje;3692;898;99,7;0,3;0;0;0;0;0,2;0;0,1
1457;Solsikkeolje;3629;883;98;0,42;0;0;0;0;0,2;0;0
1458;Soyaolje;3700;900;100;5,6;0;0;0;0;0;0;0
1459;Valn�ttolje;3696;899;99,9;10,4;0;0;0;0;0;0;0
1460;Vita Hjertego� olje;3700;900;100;4,4;0;0;0;0;0;0;0
1461;Aioli;2996;728;79,4;3,52;143;0,4;0;0,1;3;0,6;1
1462;Cheddarsaus;1016;245;19;0,21;44;6,2;0;0,3;12,1;1,6;0,2
1463;Crabsticksalat, majonessalat, 25 % fett;1031;250;23,7;1,43;55;4,2;1,2;0,2;4,8;1,9;0,2
1464;C�sardressing;2119;514;51,2;2,22;122;4,9;4;0,2;8,2;2;1
1465;Dressing, majonestype, 15 % fett;768;185;13,3;0,51;60;14,9;13,7;0,3;1,2;2,1;0,4
1466;Dressing, majonestype, 30 % fett;1223;295;26,4;1,03;103;12,8;12,5;0,2;1,6;2,1;0,5
1467;Dressing, majonestype, 40 % fett;1675;406;40;2,24;38;10,5;2,1;0;1;1,8;0,3
1468;Dressing, majonestype, 55 % fett;2136;518;54;2,81;51;4,2;0,9;0;3,9;1,8;0,2
1469;Eggesalat, majonessalat, 37 % fett;1508;365;36,8;2,53;229;1,7;1,3;0,2;6,8;0,8;1,3
1470;Frokostsalat, majonessalat, med ostemasse;1690;410;42;3,37;38;2;1,1;0;6;1,1;0,2
1471;Italiensk salat, majonessalat, 37 % fett;1446;351;36;2,85;20;5,1;1,4;1,3;1;1;0,3
1472;Majones, ekstra lett, 25 % fett;1062;257;26,1;1,99;37;4,9;0,3;0,1;0,7;0,9;0,2
1473;Majones, ekte;2901;705;77;5,86;41;2;2;0,1;1;0,6;0,3
1474;Majones, lett, 40 % fett;1639;398;40,6;3,1;33;7;2;0,1;1;0,9;0,2
1475;Majones, lett, 50 % fett;2007;487;50;3,76;31;8,2;3;0,1;1;1,1;0,2
1476;Rekesalat, majonessalat, 35 % fett;1650;400;40;2,77;34;4,7;1,5;0,6;5;1,3;0,2
1477;Remulade;2422;588;62;4,74;33;6,3;6;0,5;1;0,8;0,3
1478;R�dbetsalat, majonessalat, 30 % fett;1305;317;31,6;2,42;17;6,2;2,5;1,3;1,2;0,6;0,6
1479;Salatdressing, olje og eddik, fransk dressing;1705;414;45,8;1,84;0;0,5;0;0;0,1;4,5;0,2
1480;Salatdressing, uten fett;260;61;0,1;0,01;0;15;5,5;0;0,1;2;0,5
1481;Sandefjordsm�r;2585;628;68,2;0,41;192;2,2;0;0,1;1,4;1,4;0,1
1482;Sennepssaus;1826;441;39,8;1,8;0;17,8;15,8;0,8;2,6;0,8;0,8
1483;Skagensalat;341;81;4,5;0,17;95;1,8;0;0,3;8,3;2,1;0,4
1484;Waldorfsalat;999;242;23,1;1,59;31;5,6;0;2,1;1,9;0,4;0,4
1485;Tran, M�llers Dobbel, kapsler;2785;675;67;36,1;330;0;0;0;18;0;0
1486;Tran, M�llers;3700;900;100;26;500;0;0;0;0;0;0
1487;Tran, Nycoplus Apotekets tran;3700;900;100;23,9;500;0;0;0;0;0;0
1488;Caf� au lait;131;31;1,8;0,01;5;2,2;0;0;1,7;0;0
1489;Caffe latte, enkel, med helmelk;243;58;3,4;0,02;13;3,9;0;0;3;0,1;0,1
1490;Caffe latte, enkel, med lettmelk;174;41;1,3;0,01;5;4,4;0;0;3;0,1;0,1
1491;Caffe mocca;383;91;2,1;0,01;5;15,7;13;0;2,2;0,1;0,2
1492;Cappucino, enkel, med helmelk;220;53;3;0,02;12;3,6;0;0;2,8;0,1;0,1
1493;Cappucino, enkel, med lettmelk;160;38;1,2;0,01;5;4;0;0;2,8;0,1;0,1
1494;Cortado, enkel;135;32;1,8;0,01;5;2,2;0;0;1,7;0,1;0
1495;Espresso, enkel;37;9;0;0;0;1,3;0;0;0,9;0;0
1496;Iste, kunstig s�tet, lett, Nestea;0;0;0;0;0;0;0;0;0;0;0
1497;Iste, Nestea;76;18;0;0;0;4,5;4,5;0;0;0;0
1498;Kaffe, pulver, tilberedt;2;0;0;0;0;0;0;0;0,1;0;0
1499;Kaffe, traktet, kokt;3;1;0;0;0;0;0;0;0,1;0;0
1500;Macchiato, enkel;45;11;0,7;M;1;0,6;0;0;0,6;0;0,1
1501;Mineralvann, med kullsyre, Bonaqua naturell;0;0;0;0;0;0;0;0;0;0,1;0
1502;Mineralvann, med kullsyre, Bris naturell;0;0;0;0;0;0;0;0;0;0;0
1503;Mineralvann, med kullsyre, Farris naturell;0;0;0;0;0;0;0;0;0;0,1;0
1504;Mineralvann, med kullsyre, Olden;0;0;0;0;0;0;0;0;0;0;0
1505;Mineralvann, uten kullsyre, Bonaqua naturell;0;0;0;0;0;0;0;0;0;0,1;0
1506;Mineralvann, uten kullsyre, Olden;0;0;0;0;0;0;0;0;0;0;0
1507;Te, gr�nn, tilberedt;2;0;0;0;0;0;0;0;0,1;0;0,1
1508;Te, svart, tilberedt;2;0;0;0;0;0;0;0;0,1;0;0
1509;Vann, drikkevann;0;0;0;0;0;0;0;0;0;0;0
1510;Ananasjuice;213;50;0,1;0,02;0;11,8;0;0,2;0,4;0;0,3
1511;Appelsinjuice;184;43;0,2;0,01;0;9,6;0;0,1;0,7;0;0,1
1512;Appelsinsaft, drikkeklar;146;34;0;0;0;8,5;7,3;0;0,1;0;0
1513;Appelsinsaft, ublandet;733;173;0;0;0;42,7;36,3;0,1;0,4;0;0,1
1514;Brus, Bitter lemon;187;44;0;0;0;11;10,6;0;0;0;0
1515;Brus, cola, kunstig s�tet, lett;0;0;0;0;0;0;0;0;0;0;0
1516;Brus, cola, med sukker;180;42;0;0;0;10,6;10,6;0;0;0;0
1517;Brus, fruktjuice, kunstig s�tet, lett, Solo light, Mozell light o.l.;17;4;0;0;0;1;0;0;0;0;0
1518;Brus, fruktjuice, med sukker, Solo, Mozell o.l.;186;44;0;0;0;11;10;0;0;0;0
1519;Brus, sitronsmak, kunstig s�tet, lett;0;0;0;0;0;0;0;0;0;0;0
1520;Brus, sitronsmak, med sukker;170;40;0;0;0;10;10;0;0;0;0
1521;Brus, Tonic water;153;36;0;0;0;9;9;0;0;0;0
1522;Druejuice;281;66;0,1;0,01;0;16;0;0;0,3;0;0,9
1523;Energidrikk, tilsatt taurin, koffein og B-vitaminer;210;49;0;0;0;12,1;12,1;0;0,2;0;0
1524;Energidrikk, tilsatt taurin, koffein og B-vitaminer, sukkerfri;14;3;0;0;0;0,4;0;0;0,4;0;0
1525;Eplejuice, most;180;42;0,1;0,01;0;10,2;0;0,3;0;0;0,4
1526;Eplenektar;182;43;0,1;0;0;10,3;5,2;0,2;0,1;0;0,2
1527;Grapefruktjuice;168;39;0,1;0;0;9,1;0;0,1;0,5;0;0,2
1528;Havredrikke, appelsin- og mangosmak;256;60;0,6;0,03;0;12;M;1,1;1,2;0;0,4
1529;Havredrikke, sjokoladesmak, tilsatt kalsium og vitaminer;176;42;1,3;0,08;0;6;3;1,1;1;0,1;0,5
1530;Havredrikke, tilsatt kalsium og vitaminer;192;46;1,6;0,02;0;6,5;0;0,8;0,9;0,1;0,5
1531;Husholdningssaft, drikkeklar;178;42;0;0;0;10,4;8,8;0;0,1;0;0
1532;Husholdningssaft, ublandet, kj�pt;863;203;0,1;0;0;50,4;44,4;0,1;0,1;0;0,4
1533;Kokosvann;76;18;0;0;0;4,5;M;0;0;0,1;0
1534;Leskedrikk, kunstig s�tet, drikkeklar;15;4;0;0;0;0,9;0;0;0;0;0
1535;Mandeldrikke;109;26;1,3;0;0;3,5;M;0,2;0;0,1;0
1536;Mandeldrikke, tilsatt kalsium og vitaminer;109;26;1,3;0;0;3,5;M;0,2;0;0,1;0
1537;Risdrikke;152;36;0,9;0;0;6,9;0;0;0,1;0,1;0,2
1538;Saft, 1000 g sukker pr. l r�saft, drikkeklar;183;43;0;0;0;10,7;10;0;0,1;0;0,1
1539;Saft, 1000 g sukker pr. l r�saft, ublandet;923;217;0,1;0,02;0;53,4;50;0;0,7;0;0,5
1540;Saft, 500 g sukker pr. l r�saft, drikkeklar;165;39;0;0;0;9,5;8,3;0;0,2;0;0,2
1541;Saft, 500 g sukker pr. l r�saft, ublandet;661;156;0,1;0,02;0;37,8;33,3;0;0,9;0;0,7
1542;Sitronsaft, flaske;33;8;0;0,02;0;1,6;0;0,1;0,3;0;0,1
1543;Sjokoladedrikk, Rett i koppen;276;65;0,9;0;0;11,8;11,2;1,2;1,9;0,1;1,2
1544;Smoothie, acerola og solb�r;258;61;0,2;0,11;0;13,3;0;2;0,5;0;0,6
1545;Smoothie, ananas og ingef�r;233;55;0,2;0,02;0;12,3;0;1;0,5;0;0,3
1546;Smoothie, ananas og kokos;352;84;3,5;0,02;0;11,9;0;1;0,7;0;0,5
1547;Smoothie, ananas og mango;199;47;0,2;0,02;0;10,3;0;1;0,5;0;0,3
1548;Smoothie, appelsin, gulrot og ingef�r;227;54;0,2;0,01;0;11,4;0;2;0,6;0;0,3
1549;Smoothie, banan og mango;223;53;0,2;0,02;0;11,6;0;1;0,6;0;0,4
1550;Smoothie, bl�b�r og bringeb�r;221;52;0,2;0,02;0;11;0;2;0,6;0;0,2
1551;Smoothie, bl�b�r og eple;206;49;0,2;0,03;0;10,9;0;1;0,3;0;0,4
1552;Smoothie, bl�b�r og granateple;235;56;0,5;0,05;0;11,2;0;2;0,6;0;0,4
1553;Smoothie, bringeb�r og jordb�r;189;45;0,3;0,04;0;9;0;2;0,5;0;0,4
1554;Smoothie, eple og jordb�r;200;47;0,2;0,03;0;10;0;2;0,4;0;0,3
1555;Smoothie, guava og gojib�r;216;51;0,3;0,05;0;10,8;0;1;0,8;0;0,2
1556;Smoothie, mango og appelsin;211;50;0,2;0,02;0;11;0;1;0,5;0;0,2
1557;Smoothie, mango og gojib�r;208;49;0,2;0,02;0;10,9;0;0,8;0,5;0;0,3
1558;Smoothie, mango og gulrot;184;43;0,2;0,01;0;9,4;0;1;0,5;0;0,3
1559;Smoothie, mango og pasjonsfrukt;218;51;0,2;0,02;0;11,3;0;1;0,6;0;0,4
1560;Smoothie, med juice, banan og b�r;241;57;0,3;0,02;0;11,8;0;1,8;0,9;0;0,3
1561;Smoothie, med yoghurt, juice, banan og b�r;251;60;1,2;0,06;3;9,9;0;1,3;1,7;0;0,2
1562;Solb�rsaft, 1000 g sukker pr. l r�saft, drikkeklar;183;43;0;0;0;10,7;10;0;0,1;0;0,1
1563;Solb�rsaft, 1000 g sukker pr. l r�saft, ublandet;923;217;0,1;0,01;0;53,4;50;0;0,7;0;0,7
1564;Solb�rsaft, 500 g sukker pr. l r�saft, drikkeklar;165;39;0;0;0;9,5;8,3;0;0,2;0;0,2
1565;Solb�rsaft, 500 g sukker pr. l r�saft, ublandet;661;156;0,1;0,02;0;37,8;33,3;0;0,9;0;0,9
1566;Solb�rsirup, drikkeklar;136;32;0;0;0;7,9;7,2;0;0,1;0;0,1
1567;Solb�rsirup, ublandet;821;193;0,1;0,02;0;47,3;43,5;0;0,8;0;0,8
1568;Soyadrikke, tilsatt kalsium, s�tet;183;44;2,4;0,1;0;2,2;2,5;0,5;3,1;0,1;0,3
1569;Soyadrikke, tilsatt kalsium, us�tet;170;41;1,9;0,1;0;1,1;0;1,6;4;0,1;1,1
1570;Tomatjuice;76;18;0;0;0;3;0;1,4;0,8;0,6;0,4
1571;Traneb�rjuice;218;51;0,1;0,03;0;12,1;0;0,1;0,4;0;0,2
1572;Tropisk juice;183;43;0;0;0;10,5;M;0;0,2;0;0,1
1573;Brennevin, 40 vol-% alkohol;1013;244;0;0;0;2,1;2,1;0;0;0;0
1574;Brennevin, 60 vol-% alkohol;1530;369;0;0;0;0;0;0;0;0;0
1575;Cider, s�t, 4,5 vol-% alkohol;249;59;0;0;0;8,5;6,9;0;0;0;0,5
1576;Dessertvin, ekstra s�t, musserende;316;76;0;0;0;3,7;3,4;0;0,2;0;0,6
1577;Gull�l, 5,7 vol-% alkohol;245;58;0;0;0;6,1;0;0;0,5;0;0
1578;Hetvin, s�t, 17 vol-% alkohol;578;138;0;0;0;9,8;7;0;0,3;0;0,4
1579;Hetvin, t�rr, 15 vol-% alkohol;401;96;0;0;0;3;0;0;0,1;0;0,3
1580;Hvitvin, halvs�t/s�t, inkl musserende;298;72;0;0;0;3,4;3,1;0;0,2;0;0,6
1581;Hvitvin, halvt�rr, 10 vol-% alkohol;299;72;0;0;0;0,6;M;0;0,1;0;0,8
1582;Hvitvin, ros�, musserende;435;104;0;0;0;6;5,8;0;0,2;0;0,5
1583;Hvitvin, t�rr, 12 vol-% alkohol;287;69;0;0;0;0,6;0;0;0,1;0;0,5
1584;Lett�l, lett, 2,5 vol-% alkohol;104;25;0;0;0;2,5;0;0;0,2;0;0
1585;Lik�r, 17 vol-% alkohol, fl�tebasert;1263;303;13;0,06;0;22,5;22,5;0;3;0,2;0,1
1586;Lik�r, 35 vol-% alkohol;1309;313;0;0;0;27,5;27,5;0;0;0;0
1587;Lik�r, s�t, 21 vol-% alkohol;943;225;0;0;0;29,9;29,9;0;0;0;0,1
1588;M�rkt �l, Bayer og jule�l, 4,5-4,7 vol-% alkohol;177;42;0;0;0;4,1;0;0;0;0;0
1589;Pils, 4,7 vol-% alkohol;170;41;0;0;0;3,2;0;0;0,4;0;0
1590;R�dvin, 12 vol-% alkohol;308;74;0;0;0;0,7;0,5;0;0,1;0;0,9
1591;R�dvin, t�rr;266;64;0;0;0;0,2;0;0;0,1;0;0,9
1592;R�dvin, uspesifisert;289;70;0;0;0;0,5;0,3;0;0,1;0;0,9
1593;Sterkvin, s�t, portvin, 20 vol-% alkohol;629;151;0;0;0;9,6;9,6;0;0,1;0;0,4
1594;Sterkvin, s�t, vermouth, 15 vol-% alkohol;545;130;0;0;0;13,3;9,2;0;0;0,1;0,3
1595;Sterk�l, bokk�l, 6,5 vol-% alkohol;265;63;0;0;0;6;0;0;0,7;0;0
1596;Vin, alkoholfri;71;17;0;0;0;4;3,7;0;0,2;0;0,6
1597;Vin, alkoholsvak;150;36;0;0;0;6,1;6,1;0;0;0;0
1598;V�rter�l;161;38;0;0;0;9,1;0;0;0,4;0;0
1599;�l, alkoholfritt;103;24;0;0;0;5;0;0;0,4;0;0
1600;�l, redusert energiinnhold, lavkarbo;133;32;0;0;0;1;0;0;0,4;0;0
1601;Kj�ttkaker med ertestuing, Fjordland;458;110;5,5;0,08;9;7,9;0,4;3,5;5,4;0,8;1,1
1602;Kj�ttsuppe med gr�nnsaker og poteter, Fjordland;174;41;1;0,02;5;5;0,1;1;2,6;1,2;0,6
1603;Kokt laks med urtesaus, gulrot og poteter, Fjordland;421;101;5,3;1,26;30;6,3;0;1,3;6,3;0,7;0,3
1604;Pai, med skinke og ost;1172;281;18,1;0,4;108;15,7;0;0,7;13,5;0,7;0,9
1605;Pannekaker, av pulver, Toro;667;158;2;0,09;25;28,2;5;0,8;6,3;0,2;0,5
1606;Pannekaker, grove;639;152;4,5;0,1;69;19,6;0;2,1;7,2;0,4;1,1
1607;Pannekaker, med banan;668;159;4,1;0,07;66;21,9;0,5;3,3;6,9;0,5;1,5
1608;Pannekaker, med helmelk, stekt i hard margarin;851;203;7,9;0,16;67;24,6;0;1;7,8;0,8;0,7
1609;Pannekaker, med lettmelk, stekt i hard margarin;782;186;5,8;0,14;59;25,1;0;1;7,8;0,8;0,7
1610;Pannekaker, med lettmelk, stekt i myk margarin;771;183;5,5;0,14;59;25,1;0;1;7,8;0,8;0,7
1611;Pannekaker, med skummet melk, stekt i hard margarin;739;175;4,6;0,13;55;25,1;0;1;7,9;0,8;0,7
1612;Pannekaker, med skummet melk, stekt uten fett;653;154;1,9;0,04;56;25,7;0;1;8,1;0,7;0,8
1613;Pizza, Big One Classic;917;218;7;0,25;15;26,1;M;2,8;11,3;1,2;0,9
1614;Pizza, Big One New York Grilled Steak;850;202;5,3;0,28;16;25,2;M;2,8;11,9;0,8;0,8
1615;Pizza, Grandiosa kj�ttdeig og l�k;827;197;6,6;0,14;18;22,8;M;2,5;10,3;0,9;0,7
1616;Pizza, Grandiosa Original;833;198;6,7;0,13;16;22;M;2,8;11,1;0,8;0,8
1617;Pizza, kj�pt;922;220;8,1;0,3;18;24,4;M;2,7;11;1,1;0,8
1618;Pizza, kj�ttdeig, hjemmelaget;843;201;9,3;0,15;22;18,9;0,2;1;10;0,8;1
1619;Pizza, med tomatsaus og ost;763;181;5,2;0,12;7;25,8;0,4;2,1;6,8;0,9;0,9
1620;Pizza, parma, hjemmelaget;886;211;8,9;0,08;18;20,8;0,2;2;11;1,5;0,8
1621;Pizza, Ristorante Mozarella;1089;260;12,5;0,62;24;24,8;M;2,7;10,8;1;0,6
1622;Pizza, Ristorante Speciale;988;236;11,6;0,51;20;21,6;M;2;10,3;1,4;0,7
1623;Pizza, skinke, hjemmelaget;826;197;8,3;0,1;19;18,6;0,2;3;10,5;0,9;1,2
1624;Pizza, Stenovnsbakt Tradizionale Diavola;955;227;7,8;0,21;19;28,8;M;2,9;9,1;1,7;0,7
1625;Pizza, Take Away Meat Lover by Big One;918;218;7;0,22;19;24;M;2,9;13,4;1,2;0,8
1626;Pizza, vegetar, hjemmelaget;634;151;6,3;0,06;9;15,3;0;3;6,9;0,8;1
1627;Pizzafyllbasis, uten kj�tt;274;65;1;0,06;0;12;1,7;1;1,5;1,5;0,1
1628;Svinestek med surk�l og poteter, Fjordland;333;79;1;0,03;19;11;1;1,1;5,9;0,8;0,7
1629;Taco med skjell/tubs, kj�ttdeig, gr�nnsaker;888;212;11,9;0,16;M;9,4;M;0,9;16,6;1,5;1,9
1630;Taco med skjell/tubs, kylling, gr�nnsaker;564;134;3,1;0,03;M;9,4;M;0,9;16,6;1,4;0,6
1631;Taco med skjell/tubs, laks, gr�nnsaker;946;227;13,4;2,12;M;11,4;M;1;14,7;1,4;0,7
1632;Taco med tortilla, kj�ttdeig, gr�nnsaker;888;212;11,9;0;M;9,4;M;0,9;16,6;1,5;1,9
1633;Taco med tortilla, kylling, gr�nnsaker;564;134;3,1;0,12;M;9,4;M;0,9;16,6;1,4;0,6
1634;Taco med tortilla, laks, gr�nnsaker;849;204;12,8;2,27;M;7,1;M;1,9;14;3;1,6
1635;Fl�yelsgr�t;540;129;6,8;0,04;19;12,2;0;0,4;4,6;0,4;0,1
1636;Havregr�t, med melk;327;78;2,2;0,02;4;9,6;0;1,6;4,1;0,7;0,5
1637;Havregr�t, med vann;164;39;0,8;0,01;0;5,8;0;1,7;1,3;0,7;0,6
1638;Risgr�t, med helmelk;392;93;2,9;0,02;11;13,5;0;0,1;3,2;0,6;0,1
1639;Risgr�t, med lettmelk;334;79;1,2;0,01;4;13,8;0;0,1;3,2;0,6;0,1
1640;R�mmegr�t;868;209;15,3;0,09;43;13,2;0;0,5;4,3;0,8;0,2
1641;Semulegr�t;428;102;3,4;0,02;9;13,4;2,9;0,2;4,3;0,2;0,1
1642;Aspargessuppe, hjemmelaget;226;55;4,3;0,06;10;1,9;0;0,9;1,6;0,8;0,8
1643;Balsamicoeddik;262;62;0;0;0;15;0;0;0,5;0;0,7
1644;Bernaisesaus, av pulver;914;221;20,7;0,68;20;6,3;1;0;2,4;1,6;0,1
1645;Betasuppe, av pulver, tilberedt;156;37;0,3;0,01;0;7,2;0;0,7;1;0,6;0,3
1646;Betasuppe, hjemmelaget;200;48;1,8;0,03;9;3,6;0;1;3,8;0,2;0,4
1647;Blomk�l/brokkolisuppe, Rett i koppen;141;34;1;0,01;0;4,7;0;0,7;1,1;0,7;0
1648;Blomk�lsuppe, av pulver;138;33;1;0,01;1;4,3;0;0,5;1,4;0,5;0
1649;Blomk�lsuppe, hjemmelaget;121;29;1,7;0,01;4;1,8;0;0,9;1,2;0,6;0,1
1650;Bouillabaisse, fransk fiskesuppe, hjemmelaget;260;62;3,4;0,39;25;1,7;0,2;0,8;5,8;0,8;0,4
1651;Brokkkolisuppe, protein- og energirik;575;138;9;0,64;5;7;0;0,5;7;0,9;0,3
1652;Brokkolisuppe, hjemmelaget;167;40;2,9;0,04;6;1,7;0,1;0,9;1,4;0,8;0,2
1653;Brun saus, av blokk;231;55;3,5;0,02;0;5;0;0;1;0;0,3
1654;Brun saus, kj�ttkakesaus, av pulver;143;34;1,1;0,01;0;5;0,2;0;1;0,6;0,1
1655;Brun saus, med l�k, av pulver;166;39;1,5;0,01;0;5,5;0,2;0;1;1;M
1656;Dipsaus, surs�t barbequesaus;408;96;0,4;0,03;0;22,6;20;0;0,5;1,4;0,3
1657;Ertestuing, av pulver;563;134;1,4;0,16;1;19,6;1;5,1;8,1;0,6;1,7
1658;Ertesuppe, av pulver;242;57;1;0,01;1;7,5;0;2,2;3,5;1;0,8
1659;Fiskesuppe, Bergensk, av pulver;165;39;1;0,03;1;5,3;0,5;0,1;2,2;0,9;0,1
1660;Gresskarsuppe, hjemmelaget;95;22;0,1;0;0;4,3;0,1;0,6;0,8;0,7;0,4
1661;Grytebasis, Jegergryte, uten kj�tt;493;118;8,5;0,06;38;8,3;0,3;0,2;2,1;0;0,1
1662;Grytebasis, med pasta, italiensk, uten kj�tt;267;63;0,7;0,05;0;12;0;0;2,2;1;0,4
1663;Grytebasis, med ris, meksikansk, uten kj�tt;292;69;0,8;0,04;0;13,3;0,1;0,9;1,7;1;0,3
1664;Grytebasis, orientalsk, uten kj�tt;242;57;1,8;0,02;22;8,5;0,3;0,2;1,7;0;0,1
1665;Grytebasis, Pasta di Napoli, uten kj�tt;514;122;3;0,03;0;20,2;1,3;0;3,5;0,8;0,5
1666;Grytebasis, Stroganoff, uten kj�tt;271;64;2,1;0,02;19;8,5;0,3;0,1;2,8;0;0,1
1667;Gulasj, hjemmelaget;340;81;4;0,1;14;4,4;0,1;1;6,4;0,8;1
1668;Gulrotsuppe, hjemmelaget;208;50;3,3;0,02;6;3,7;0;1;0,9;0,9;0,2
1669;Hollandaisesaus;2155;523;56,4;0,39;279;0,9;0;0,2;3;1,5;1
1670;Hvit saus, av pulver;289;69;2,4;0,02;13;7,9;0;0;3,9;1;0
1671;Jordskokksuppe, hjemmelaget;300;72;4,1;0,04;11;5,8;0;0,9;2,5;0,5;0,3
1672;Kj�ttbuljong, tilberedt;12;3;0,1;0;0;0,2;0,1;0;0,3;1,1;0
1673;Kyllingsuppe, protein- og energirik;574;138;9,2;0,63;5;6,5;0;0,5;7;1,3;0,3
1674;L�ksuppe, gratinert med ost og br�d, hjemmelaget;255;61;2,6;0,05;5;6,3;0,3;1;2,6;0,7;0,4
1675;L�ksuppe, hjemmelaget;126;30;1,3;0,04;2;3,3;0,4;1;0,8;0,7;0,3
1676;Minestronesuppe, hjemmelaget;202;48;1,2;0,04;1;6,7;0,1;1;2,1;0,8;0,4
1677;Miso, fermentert soyab�nnepasta;726;172;4,6;0,31;0;21;0;2,5;10,5;7,4;1,7
1678;Nypesuppe, av pulver;201;47;0;0;0;11,3;9,9;0,7;0,2;0;0,2
1679;Pesto, gr�nn, hjemmelaget;2606;632;63,6;3,63;13;2,8;0;1,6;11,3;1,4;2,4
1680;Pesto, gr�nn, kj�pt;2142;520;52,9;0,29;5;4,9;1,1;1,4;5,2;3,2;2,2
1681;Potet- og purrel�ksuppe, hjemmelaget;280;67;3,7;0,11;7;6,4;0;0,9;1,6;0,8;0,3
1682;Sjysaus, av pulver;78;18;0,5;0;0;2,5;0,2;0;1;0,9;0,1
1683;Soyasaus;355;84;0;0;0;17,9;0;0;3;16,9;2,4
1684;Spinatsuppe, hjemmelaget;217;52;4,5;0,05;9;1,2;0,1;0,8;1,4;1,2;0,6
1685;S�tpotetsuppe, hjemmelaget;204;48;1,8;0,01;0;6,6;0;1;1;0,5;0,6
1686;Tacosuppe, hjemmelaget;262;63;2,7;0,1;7;4,7;0,1;2;3,9;0,7;1
1687;Tomatsuppe, av pulver;152;36;0,8;0,05;0;6,1;1,2;0;1,1;0,8;0,1
1688;Tomatsuppe, med krutonger, Rett i koppen;173;41;0,9;0,06;0;7;1,3;0;1,2;1;0,2
1689;Tomatsuppe, med makaroni, av pulver;180;43;0,8;0,05;0;7,5;1;0,1;1,3;0,8;0,2
1690;Viltsaus, av pulver;330;79;4,8;0,03;13;6,4;0;0,2;2,5;0,1;0,1
1691;Eggekrem, vaniljekrem;488;116;3,1;0,04;74;16,4;8;0,2;5,5;0,1;0,5
1692;Fromasj, av pulver;783;187;10;0,08;M;20;10;0;4,3;0;0,1
1693;Fruktsaus, av pulver;236;56;0;0;0;13,9;10,8;0;0;0;0
1694;Fruktsuppe, av pulver;209;49;0;0;0;11,8;6,8;0,9;0,1;0;0,5
1695;Gel�, av pulver;348;82;0;0;0;16,7;16,7;0;3,8;0;0
1696;Is, vegetabilsk fett, margarinis, 10 % fett;808;193;9,7;0,52;2;23,1;16;0;3,3;0,1;0,1
1697;Iskrem, fl�te, med ekstra sjokolade;1148;275;17,7;0,07;20;24,6;18,7;0,6;4,1;0,1;0,6
1698;Iskrem, fl�te, med sjokoladebiter;1010;241;12,6;0,22;29;28,1;19;0,8;3,5;0,1;0,7
1699;Iskrem, fl�tebasert;812;194;10;0,08;33;23;13;0;3;0,1;0
1700;Iskrem, lettis, med mindre sukker og fett;587;140;5;0,07;12;19,8;2;0,3;3,8;0,1;0,1
1701;Iskrem, med kjeks, Krone-is med jordb�r;1123;268;12;0,06;22;36;18,6;1;3,5;0,1;0,3
1702;Iskrem, med kjeks, Krone-is med sjokolade;1254;300;16;0,16;22;35;22,2;1;3,5;0,2;0,4
1703;Iskrem, med kjeks, Lion King Size;1362;326;18;0,08;29;36;19;1;4,5;0,2;0,7
1704;Iskrem, med kjeks, sjokolade, n�tter;1100;263;12,8;0,07;26;32,5;19,1;1;3,9;0,2;0,6
1705;Iskrem, med kjeks, syltet�y, sjokolade;981;234;9,4;0,07;25;33,8;20,3;0,6;3,2;0,2;0,2
1706;Iskrem, pinneis, Royal M�rk;1241;298;20;0,13;29;26;19;1;3;0,2;0,7
1707;Iskrem, yoghurtis;729;173;5,6;0,06;2;26,6;17;0;4,1;0,2;0,3
1708;Kakekrem, romsmak, Piano;626;150;8,9;0,05;25;14,7;7,5;0,1;2,7;0,1;0
1709;Karamellpudding, Piano;528;126;5,8;0,03;16;15,6;10;0,1;2,8;0,1;0
1710;Karamellsaus;1190;280;0;0;0;70;70;0;0;0;0
1711;Melisglasur;1453;342;0;0;0;85,5;85,5;0;0;0;0
1712;Moltekrem;1125;272;24,5;0,22;68;10,2;7;1,8;1,8;0;0,1
1713;Panna cotta;1522;367;31,3;0,19;88;18,8;16,4;0;2,6;0;0
1714;Pudding, mandelsmak, Piano;437;104;3,1;0,02;9;15,9;9,7;0,4;2,9;0,2;0,1
1715;Rabarbragr�t;300;71;0,1;0;0;16,5;14,1;1,4;0,3;0;0,1
1716;Rabarbrasuppe;297;70;0,1;0;0;16,5;14,9;1;0,3;0;0,1
1717;Riskrem;721;173;11,2;0,07;31;15;4,2;0,1;3;0,9;0
